customer_id,first_name,last_name,email,date_joined,age_years,country,segment
344,Rachel,Schwartz,enelson@example.net,2021-04-16,74,Uzbekistan,one_time
345,Juan,Daniels,whitemelissa@example.org,2024-10-16,24,Cote d'Ivoire,one_time
346,Brenda,Goodwin,thickman@example.org,2021-02-26,65,Mongolia,occasional
347,John,Davenport,irhodes@example.com,2021-10-27,53,Hungary,one_time
348,Karla,Taylor,masonterri@example.org,2022-05-27,27,Bolivia,regular
349,Samuel,Roberson,cassie99@example.com,2020-11-08,35,Singapore,occasional
350,Mark,Walters,whenry@example.net,2021-10-21,36,Wallis and Futuna,frequent
351,Nicholas,Lopez,nmiller@example.com,2021-06-05,56,South Georgia and the South Sandwich Islands,occasional
352,John,Jones,eric26@example.com,2024-03-12,31,Guyana,occasional
353,Daniel,Smith,sean41@example.org,2018-05-25,63,Benin,occasional
354,Jacob,Cole,fgarcia@example.com,2020-04-05,39,Micronesia,occasional
355,Christopher,George,michelle04@example.com,2024-08-16,31,Iceland,occasional
356,Kimberly,Hardy,ashleyjackson@example.com,2024-02-06,61,Chile,occasional
357,Dominic,Turner,kthomas@example.com,2020-11-10,58,Falkland Islands (Malvinas),regular
358,Robert,Washington,wardsheryl@example.net,2021-09-28,72,Niue,occasional
359,Tyler,Jensen,trodriguez@example.org,2020-04-01,34,Yemen,regular
360,Randall,Skinner,vbrock@example.com,2019-08-24,50,Grenada,frequent
361,Ryan,Colon,kevinmorrison@example.net,2020-11-23,49,Cook Islands,occasional
362,Timothy,Thompson,snovak@example.net,2020-06-21,34,Puerto Rico,occasional
363,Cynthia,Faulkner,markramirez@example.com,2021-06-03,75,Haiti,occasional
364,Daniel,Elliott,erinpierce@example.net,2018-09-05,72,Kyrgyz Republic,occasional
365,Sherry,Clark,marie16@example.net,2024-11-01,21,Luxembourg,occasional
366,Donald,Turner,donna66@example.org,2024-12-09,23,Kiribati,one_time
367,Vicki,Mendoza,sferguson@example.com,2022-06-04,58,Mayotte,occasional
368,Benjamin,Schmitt,rodriguezjohn@example.net,2021-03-19,45,Guinea,occasional
369,Gabriel,Salazar,vrasmussen@example.com,2020-05-05,71,Botswana,frequent
370,Alex,Green,seanmyers@example.net,2023-06-08,35,Namibia,occasional
371,Hannah,Hernandez,webbkenneth@example.org,2022-04-22,20,Brazil,occasional
372,Marie,Cross,larry73@example.net,2019-06-03,18,Liberia,occasional
373,Michael,Davis,tflores@example.org,2024-04-12,39,Sudan,occasional
374,Jennifer,Johnson,deborah23@example.net,2023-07-05,67,China,occasional
375,Andrea,Rivera,omullen@example.com,2024-08-14,26,Norfolk Island,occasional
376,Jack,Davidson,vfoster@example.net,2022-08-31,58,Turks and Caicos Islands,one_time
377,James,Vargas,nsmith@example.org,2021-09-06,34,Fiji,one_time
378,Karen,Stokes,raylauren@example.net,2020-09-12,28,Colombia,one_time
379,Michael,Gonzalez,bakermichelle@example.net,2024-06-21,65,Northern Mariana Islands,one_time
380,Lawrence,Price,wmatthews@example.com,2023-11-21,46,Tanzania,frequent
381,Stephen,Thompson,samantha91@example.net,2018-05-25,53,Burkina Faso,regular
382,Lawrence,Allen,whiteheather@example.net,2018-03-26,63,Iceland,frequent
383,Robert,Taylor,fhenderson@example.net,2020-07-15,45,Mauritania,occasional
384,Heather,Brewer,angelaburns@example.org,2023-05-28,53,Colombia,one_time
385,Leonard,Hayes,glennstephanie@example.com,2024-12-12,18,Burkina Faso,regular
386,James,Cruz,fortiz@example.com,2019-04-25,25,Russian Federation,one_time
387,Mary,Burns,cunninghamlaura@example.org,2021-07-07,22,French Guiana,frequent
388,Antonio,Walker,gary79@example.net,2020-07-20,74,Sierra Leone,one_time
389,Katie,Dunn,armstrongjoseph@example.net,2024-10-18,62,Swaziland,occasional
390,Vicki,Weaver,wolfscott@example.org,2023-09-06,75,Jamaica,regular
391,Curtis,Greer,kennethkidd@example.com,2023-08-25,27,Estonia,occasional
392,Michael,Montoya,hgrimes@example.org,2020-12-01,52,Cote d'Ivoire,regular
393,Lisa,Matthews,michelle96@example.org,2020-09-06,20,Nicaragua,regular
394,Donald,Clark,lindahudson@example.net,2020-03-28,71,Fiji,occasional
395,Candice,Jackson,keith48@example.net,2018-06-29,41,Suriname,one_time
396,Cody,Estes,rsellers@example.net,2023-11-17,55,Brunei Darussalam,occasional
397,Jacqueline,Anderson,jenniferpoole@example.net,2023-06-05,53,India,occasional
398,Tracy,Ray,courtney67@example.org,2025-01-21,27,North Macedonia,occasional
399,Laura,Mack,rrobertson@example.net,2025-01-11,45,Vietnam,one_time
400,Natalie,Gibson,amurphy@example.net,2021-04-18,26,Bermuda,regular
401,Jessica,Ellis,melissa86@example.org,2023-01-16,20,Japan,occasional
402,Mallory,Simpson,maria58@example.net,2024-07-29,37,Bulgaria,regular
403,Ashlee,Washington,patricia00@example.org,2023-09-30,41,Niue,regular
404,Kristen,Stevens,nobleeric@example.com,2020-02-29,75,Afghanistan,occasional
405,Victoria,Patterson,nicoleturner@example.com,2020-11-02,68,Bermuda,regular
406,Diamond,Wright,elizabeth20@example.com,2019-02-17,73,Niue,occasional
407,Kevin,Lyons,rubendavis@example.org,2024-08-28,20,Afghanistan,one_time
408,Jason,Miller,aprilwallace@example.org,2021-08-14,75,Qatar,regular
409,Matthew,Martinez,ebenson@example.org,2019-12-31,40,Denmark,occasional
410,Patrick,Cross,garciamichael@example.com,2022-03-11,31,Burundi,regular
411,Patrick,Li,darlenebyrd@example.org,2021-09-21,61,Marshall Islands,one_time
412,Anna,Bishop,scottbowen@example.net,2020-06-26,33,San Marino,occasional
413,Edward,Jenkins,fheath@example.org,2018-12-29,60,Burundi,one_time
414,Karen,Lawrence,bbell@example.com,2022-03-11,24,Somalia,occasional
415,Donald,Hill,wrightcarolyn@example.net,2021-02-21,40,New Caledonia,frequent
416,Justin,Pugh,abbottdominique@example.com,2023-01-26,67,Costa Rica,occasional
417,April,Hicks,dphillips@example.org,2021-02-21,53,Lithuania,one_time
418,Paul,Allen,ricetiffany@example.com,2023-10-08,74,Vietnam,occasional
419,Leslie,Hughes,rdiaz@example.org,2021-04-13,73,Serbia,one_time
420,Thomas,Archer,smithcarlos@example.com,2021-04-27,44,Cuba,one_time
421,Bill,Brown,ohunter@example.net,2023-12-25,57,Macao,regular
422,Katie,Henderson,imiller@example.net,2020-08-19,65,Nicaragua,regular
423,Eric,Miller,dixonjames@example.org,2019-03-04,27,Mauritania,occasional
424,Mark,Willis,collinssamuel@example.org,2018-04-02,33,Azerbaijan,occasional
425,John,Middleton,chavezchelsea@example.com,2022-12-02,73,Papua New Guinea,one_time
426,Judith,Yang,smithderrick@example.org,2021-09-28,28,Central African Republic,one_time
427,Tyler,Reed,gary24@example.net,2022-06-23,69,Turks and Caicos Islands,occasional
428,David,Yoder,lindsay48@example.org,2019-11-11,69,Estonia,regular
429,Jennifer,Ray,crawfordwilliam@example.org,2019-03-12,29,Luxembourg,one_time
430,Michele,Jackson,jonathangarcia@example.net,2018-02-16,74,Peru,regular
431,Jennifer,Perez,williamsmichelle@example.org,2020-06-18,44,Aruba,one_time
432,Thomas,Reyes,haroldhorne@example.org,2021-06-23,19,Micronesia,occasional
433,Linda,Klein,pwalker@example.com,2020-08-01,29,United States Virgin Islands,occasional
434,Jennifer,Nelson,duncandavid@example.net,2020-10-12,65,United Arab Emirates,frequent
435,Brian,Walker,finleycasey@example.com,2024-03-22,39,Tonga,occasional
436,Justin,Kirk,christopher70@example.com,2020-06-15,68,Cook Islands,occasional
437,Kelly,Mueller,stevenvargas@example.com,2021-02-11,44,Sierra Leone,occasional
438,Kimberly,Oconnor,edwardrandolph@example.org,2023-03-03,69,Djibouti,regular
439,Amber,Fields,tapiaaaron@example.net,2020-08-08,60,Honduras,one_time
440,Melinda,Acosta,harristonya@example.com,2021-10-04,73,Liechtenstein,one_time
441,Susan,Kaufman,jenniferdavis@example.org,2023-11-09,65,Ukraine,regular
442,Megan,Gutierrez,stephen19@example.org,2024-08-13,69,Madagascar,frequent
443,Dennis,Wilkins,vargasbryan@example.net,2019-04-15,33,Bulgaria,frequent
444,Joel,Green,sara65@example.com,2024-06-01,35,Korea,occasional
445,Joseph,Jones,derekcarrillo@example.org,2021-01-07,28,Cape Verde,occasional
446,Daniel,Cole,richard85@example.org,2020-03-12,68,Korea,occasional
447,Kyle,Baker,davislindsey@example.com,2020-11-16,62,Sweden,regular
448,Janet,Morrison,marymurphy@example.org,2024-11-19,24,Rwanda,occasional
449,John,Kelly,byrdjorge@example.org,2021-01-08,42,Antarctica (the territory South of 60 deg S),occasional
450,Stephanie,Bond,codygarcia@example.org,2020-05-26,73,British Virgin Islands,occasional
451,Alexander,Greer,davidcolon@example.com,2021-11-09,20,Poland,one_time
452,Crystal,Newman,samantha10@example.org,2020-02-06,72,Congo,regular
453,Rachel,Ramos,christopherboone@example.com,2018-08-31,48,British Virgin Islands,occasional
454,Brad,Murray,sandrahamilton@example.net,2019-02-16,32,Indonesia,occasional
455,Tyler,Reyes,nthompson@example.org,2019-02-13,30,Falkland Islands (Malvinas),occasional
456,Joshua,Stephenson,mendezchristina@example.net,2019-04-30,70,French Polynesia,one_time
457,Victor,Andrade,rbrown@example.com,2019-03-19,47,Burundi,occasional
458,Robert,Day,crystalpham@example.org,2021-12-03,40,Hong Kong,one_time
459,Kimberly,Howard,kcooper@example.net,2019-08-04,37,Gibraltar,regular
460,Paul,White,carla04@example.org,2020-06-13,70,Sudan,regular
461,Victoria,Moreno,terrigarcia@example.net,2024-02-27,68,Dominican Republic,one_time
462,Joseph,Velasquez,gallagherstacie@example.net,2020-12-09,73,Tanzania,occasional
463,Toni,Price,gregorywatkins@example.net,2022-02-26,32,Qatar,regular
464,Michael,Vargas,stacey92@example.net,2019-07-04,32,Yemen,frequent
465,Jacob,Travis,lweaver@example.com,2019-09-06,19,Argentina,frequent
466,Christopher,Hall,andrewwoods@example.com,2018-05-11,60,United States Virgin Islands,one_time
467,Christina,Drake,jennifer50@example.org,2019-06-23,30,Cameroon,regular
468,Brenda,Stark,mathismichelle@example.org,2020-04-02,43,Holy See (Vatican City State),occasional
469,Janet,Bates,rogersmarcus@example.org,2019-07-19,39,Saint Martin,regular
470,Stacy,Conner,lbanks@example.net,2018-10-10,35,Monaco,occasional
471,Heather,Mcfarland,jeffrey92@example.com,2019-01-20,73,Gambia,frequent
472,Jessica,Phillips,jessicarush@example.net,2020-11-18,22,India,occasional
473,Melissa,Townsend,whitelucas@example.net,2019-10-21,67,Cyprus,frequent
474,Danielle,Garcia,vtaylor@example.org,2020-07-03,35,Dominica,one_time
475,Michael,Flores,underwoodelizabeth@example.net,2021-01-25,40,Turks and Caicos Islands,regular
476,Matthew,Smith,johnjones@example.com,2022-05-10,59,Solomon Islands,occasional
477,Daniel,Smith,akim@example.org,2018-05-06,50,Turks and Caicos Islands,one_time
478,Robert,Macias,amy17@example.net,2023-04-23,43,Pakistan,occasional
479,Katherine,Perez,cjones@example.com,2021-10-23,61,Angola,occasional
480,Lucas,Lynn,petersonpamela@example.org,2018-09-18,71,Saint Martin,occasional
481,Charles,Mcmahon,morgantricia@example.com,2023-12-15,52,Romania,occasional
482,Anthony,Dunlap,catherinehamilton@example.org,2024-05-14,39,Bolivia,occasional
483,Mark,Mccann,uterry@example.net,2018-07-14,19,Mauritius,one_time
484,Joseph,Campbell,codylong@example.net,2020-04-01,25,Tajikistan,occasional
485,Travis,Brown,pattersonkelly@example.net,2023-05-14,74,Niue,occasional
486,Caroline,Gonzalez,clarkdanielle@example.org,2022-11-10,34,Lebanon,one_time
487,Megan,Parker,qruiz@example.com,2019-08-12,29,Bermuda,occasional
488,Darlene,Hughes,nicole52@example.com,2019-10-30,55,Aruba,frequent
489,Jose,Marshall,maryelliott@example.org,2020-07-09,34,Sao Tome and Principe,occasional
490,Heather,Davis,lindsey69@example.org,2020-12-26,20,Micronesia,one_time
491,Bruce,Hughes,rsheppard@example.com,2021-09-22,24,Montserrat,regular
492,Nicole,Alvarez,fostermelissa@example.org,2020-07-07,56,Macao,occasional
493,Ashley,Black,davidtodd@example.org,2020-11-21,45,Yemen,regular
494,Tracey,Stanton,davidhenderson@example.net,2022-11-08,40,Jordan,occasional
495,James,Carson,maryscott@example.net,2018-04-28,64,United States Virgin Islands,frequent
496,Lindsay,Miller,rarnold@example.net,2020-03-06,68,Kuwait,occasional
497,Sally,Smith,jrodriguez@example.org,2022-07-22,38,Montenegro,one_time
498,Brianna,Chang,buckleyanna@example.org,2024-02-22,45,Solomon Islands,occasional
499,Justin,Nichols,natalie46@example.net,2021-02-08,56,Libyan Arab Jamahiriya,occasional
500,Ashley,Kennedy,joshuathomas@example.net,2021-03-12,50,Pitcairn Islands,one_time
501,Heather,Williams,hannah07@example.com,2018-12-08,25,Ukraine,one_time
502,Nathan,Morgan,larry71@example.org,2020-10-28,42,Burkina Faso,regular
503,Kevin,Manning,joseph69@example.net,2021-03-13,75,Benin,occasional
504,Jacob,Lewis,wfigueroa@example.net,2020-02-13,54,Trinidad and Tobago,regular
505,Nathaniel,Brown,cameronmckinney@example.com,2020-03-23,30,Burkina Faso,one_time
506,Kimberly,Warren,thompsonnancy@example.org,2020-07-16,34,Taiwan,one_time
507,Brian,Johnson,hulljanet@example.com,2018-03-06,20,Heard Island and McDonald Islands,occasional
508,Madison,Wagner,maldonadojohn@example.com,2020-05-19,63,Nepal,one_time
509,Sean,Horne,wmatthews@example.com,2019-11-06,45,Central African Republic,occasional
510,Mary,Green,mitchellpaul@example.org,2020-05-24,18,Timor-Leste,occasional
511,Ashley,Hanna,deborahbyrd@example.com,2019-01-18,51,Pakistan,frequent
512,Robert,Smith,wellsdavid@example.org,2024-02-07,69,Netherlands Antilles,one_time
513,Lauren,Walker,jennifer46@example.com,2021-07-05,52,Timor-Leste,regular
514,Michael,King,hturner@example.net,2022-04-04,61,Indonesia,one_time
515,Breanna,Smith,anna99@example.com,2023-03-21,64,French Southern Territories,one_time
516,Gabrielle,Olson,vanessa54@example.com,2021-01-18,65,Palau,one_time
517,Jennifer,Stafford,jacob83@example.org,2018-10-05,65,Sri Lanka,frequent
518,Meredith,Patrick,rguerrero@example.org,2021-03-20,60,Saint Helena,occasional
519,Anthony,Jimenez,jordan66@example.com,2021-06-14,30,Saint Pierre and Miquelon,regular
520,Austin,Erickson,matthewreeves@example.net,2022-11-01,41,Martinique,occasional
521,Danielle,Alvarez,william28@example.org,2020-10-03,45,French Polynesia,frequent
522,Connor,Anderson,jessica82@example.net,2019-02-11,22,United Arab Emirates,one_time
523,Matthew,Davis,jeffrey46@example.com,2020-04-08,60,Holy See (Vatican City State),occasional
524,Jorge,Carter,ruizmichelle@example.net,2020-07-01,39,Mozambique,occasional
525,Sheryl,Jones,vincentdillon@example.com,2021-12-19,57,Marshall Islands,occasional
526,Kenneth,Brown,derrickgonzalez@example.com,2021-05-13,38,Montenegro,occasional
527,Patricia,Hatfield,lesliebaldwin@example.org,2020-06-24,60,Libyan Arab Jamahiriya,occasional
528,Marvin,Hatfield,cynthia07@example.com,2024-12-09,72,Cote d'Ivoire,occasional
529,Kathleen,Jackson,tracygallagher@example.org,2021-08-13,25,Bulgaria,one_time
530,Christina,Schultz,epatterson@example.com,2020-01-27,64,Albania,occasional
531,Benjamin,Gonzalez,stephanie58@example.org,2018-11-21,75,Andorra,one_time
532,Erica,Sims,jeremywiley@example.com,2019-05-03,37,Bulgaria,one_time
533,Curtis,Gordon,gary04@example.com,2020-02-24,50,Korea,regular
534,Jessica,Carlson,ryan25@example.com,2019-05-28,37,Guinea-Bissau,one_time
535,Karen,Martin,osmith@example.net,2019-08-19,60,Bulgaria,regular
536,Jason,Johnson,daviddawson@example.org,2020-04-09,44,Honduras,one_time
537,Nancy,Scott,wheelerbrandon@example.org,2019-07-08,38,Palau,occasional
538,Mary,Williams,butleromar@example.net,2024-02-27,43,El Salvador,one_time
539,Thomas,Hernandez,turnerdorothy@example.net,2018-09-13,62,Mali,one_time
540,Joseph,Obrien,robertroach@example.net,2021-02-28,36,Saint Helena,one_time
541,Christine,Campbell,jimenezchelsea@example.com,2020-08-30,53,Switzerland,one_time
542,Alexandra,Harris,cphillips@example.net,2024-11-26,26,Luxembourg,occasional
543,Renee,Watts,arivera@example.org,2018-12-24,30,Paraguay,frequent
544,Christopher,Rodriguez,fhernandez@example.net,2020-08-10,44,Belarus,occasional
545,Jennifer,Garcia,dawn74@example.com,2024-10-16,60,Kyrgyz Republic,regular
546,Brendan,Li,phelpsmichael@example.net,2023-11-19,42,Germany,occasional
547,Ronald,Wilson,smithdevon@example.net,2023-06-18,61,Chile,occasional
548,Mark,Kline,natalie15@example.com,2020-03-11,65,Cocos (Keeling) Islands,one_time
549,Daniel,Ross,ynelson@example.net,2019-06-30,75,Thailand,occasional
550,Timothy,Fisher,danielhorton@example.org,2022-03-01,29,Western Sahara,one_time
551,Megan,Garcia,rpham@example.com,2024-06-10,57,Cocos (Keeling) Islands,regular
552,Cheryl,Maxwell,huffmannichole@example.net,2021-04-21,54,Uganda,one_time
553,David,Knapp,clayscott@example.org,2021-05-14,37,Eritrea,one_time
554,Diana,Smith,tiffanysantiago@example.com,2020-04-04,43,Maldives,occasional
555,Alexandra,Haynes,reynoldsjessica@example.com,2023-01-17,53,Guatemala,occasional
556,Elizabeth,Davidson,marygrant@example.net,2019-08-20,71,Austria,one_time
557,Alexander,Michael,kchristian@example.org,2020-05-20,18,Sao Tome and Principe,regular
558,Travis,Allen,brent38@example.net,2020-09-23,37,Honduras,occasional
559,Richard,Young,kwallace@example.com,2021-02-01,36,Benin,occasional
560,Melissa,West,hooperjulie@example.org,2020-02-13,31,Bosnia and Herzegovina,regular
561,Richard,Johnson,petersenlatoya@example.net,2019-01-02,45,Northern Mariana Islands,occasional
562,Kevin,Romero,diamondbryant@example.com,2021-08-28,68,Haiti,frequent
563,Marcia,Velasquez,xrivera@example.net,2020-04-13,55,Netherlands Antilles,frequent
564,Thomas,Sandoval,wwilson@example.net,2021-05-30,56,Cyprus,regular
565,Aaron,Kelly,amy51@example.org,2019-05-08,59,Ukraine,one_time
566,Frank,Taylor,nrodriguez@example.org,2020-12-21,38,Comoros,occasional
567,David,Phelps,stephenharrington@example.net,2021-03-13,47,Guadeloupe,one_time
568,Daniel,Perry,bartonshannon@example.net,2018-06-15,46,Namibia,occasional
569,Stephanie,Taylor,vsmith@example.org,2020-06-03,46,Micronesia,occasional
570,Savannah,Roberson,xglass@example.org,2019-03-05,61,Puerto Rico,occasional
571,Beth,Cross,dalesandoval@example.net,2018-07-22,31,Turkmenistan,occasional
572,Marc,Keith,spetty@example.org,2024-12-20,50,Falkland Islands (Malvinas),regular
573,Raymond,Cooper,shawn22@example.com,2020-05-19,48,Netherlands,occasional
574,Holly,Goodman,megan85@example.net,2023-05-26,68,Saint Pierre and Miquelon,regular
575,Selena,Chen,jasonklein@example.net,2020-03-08,75,Guatemala,occasional
576,Samantha,Anderson,williambenson@example.com,2022-04-11,68,Russian Federation,occasional
577,Darrell,Bell,qaguilar@example.net,2022-12-19,65,Israel,regular
578,Emily,English,natalie60@example.net,2021-07-12,28,Botswana,frequent
579,Anthony,Thomas,gonzalezkaren@example.org,2020-12-06,60,France,one_time
580,Frances,Thomas,vaughnkenneth@example.net,2020-09-01,23,Antigua and Barbuda,occasional
581,Michael,Chavez,juliahoffman@example.org,2020-06-16,36,Malawi,frequent
582,Kristen,Lindsey,heather06@example.com,2024-06-11,50,Israel,one_time
583,Sue,Daugherty,tammy00@example.net,2023-07-31,60,El Salvador,frequent
584,James,Melton,ogreer@example.net,2024-10-02,58,Russian Federation,occasional
585,Deborah,Fischer,kimberlybrandt@example.com,2019-02-01,57,Kiribati,one_time
586,Gregory,Fleming,sydneymoss@example.org,2022-09-16,39,Honduras,regular
587,Billy,Ramirez,david94@example.org,2024-07-09,23,Greenland,regular
588,Steven,Pineda,hernandezmarcus@example.org,2019-08-02,70,Singapore,regular
589,Sarah,Gilbert,tracy98@example.com,2018-08-01,66,Barbados,occasional
590,Kristen,Stewart,susanmeyer@example.net,2022-10-19,33,Cayman Islands,regular
591,Robert,Herrera,baileynicole@example.net,2021-05-19,61,Greenland,occasional
592,Mark,Carter,wbarajas@example.net,2023-09-05,37,Algeria,frequent
593,Danny,Reed,rebeccaaustin@example.net,2019-03-22,32,Ecuador,occasional
594,Susan,Fleming,patrick16@example.com,2023-04-09,69,Mauritius,one_time
595,Jennifer,Johnson,willie87@example.com,2019-10-06,30,Aruba,one_time
596,Kenneth,Pearson,willie12@example.net,2019-06-07,27,Martinique,occasional
597,Adrian,Jones,michellecoleman@example.org,2019-06-09,19,Costa Rica,occasional
598,Amanda,Park,elucas@example.net,2023-06-10,20,Poland,occasional
599,Eric,Stevens,benjamin10@example.org,2022-02-18,33,South Africa,occasional
600,Johnathan,Jones,rhondarussell@example.com,2021-02-26,48,Norfolk Island,occasional
601,Richard,Stewart,inunez@example.org,2020-06-27,57,Norway,regular
602,Jennifer,Brown,haynescharles@example.net,2023-12-27,72,Botswana,one_time
603,Keith,Jennings,campbellsara@example.com,2020-08-01,67,Indonesia,occasional
604,Lynn,Johnson,amandataylor@example.com,2023-06-16,22,South Africa,regular
605,Lauren,Gardner,kennetheaton@example.net,2020-10-15,47,Oman,occasional
606,Nathan,Herring,davidsmith@example.net,2020-07-16,44,India,occasional
607,Amanda,Arroyo,jason53@example.com,2020-11-21,74,United Kingdom,one_time
608,Debbie,Hunt,jackjensen@example.com,2020-04-27,58,Congo,one_time
609,Danny,Lambert,yorksarah@example.net,2022-11-08,54,Kyrgyz Republic,one_time
610,Deanna,Jones,kingjames@example.net,2021-01-24,30,Libyan Arab Jamahiriya,frequent
611,Stephanie,Howard,craigharvey@example.org,2020-01-11,63,Ghana,occasional
612,Todd,Murphy,heather29@example.net,2024-03-07,62,Haiti,occasional
613,Lindsey,Benjamin,adamsanchez@example.org,2020-07-23,42,Rwanda,frequent
614,Jodi,Graham,dennis57@example.com,2021-03-30,49,Kiribati,regular
615,Michael,Torres,thompsoncatherine@example.com,2024-03-29,43,Togo,one_time
616,Margaret,Vance,josemercado@example.org,2021-10-11,33,Saint Lucia,regular
617,Charles,Smith,hessbeth@example.net,2019-01-08,27,Croatia,occasional
618,Rebecca,Arnold,jvaldez@example.com,2024-07-14,59,India,regular
619,Jeffrey,Barton,dennis88@example.org,2021-10-22,62,Indonesia,frequent
620,Michael,Smith,melaniedrake@example.net,2020-06-01,18,Poland,regular
621,Gabriel,Palmer,kmoore@example.net,2019-03-21,75,Palestinian Territory,one_time
622,Monica,Thomas,ccrosby@example.org,2023-04-05,66,Senegal,one_time
623,Tony,Brown,jim38@example.com,2021-09-28,73,Iceland,one_time
624,Terry,Gibson,williamsdeborah@example.org,2021-03-14,67,Romania,occasional
625,Tanya,Schultz,mary49@example.net,2024-02-18,74,Montenegro,regular
626,Glenn,Valdez,briana18@example.com,2023-03-19,24,Honduras,occasional
627,Teresa,Walker,wgomez@example.com,2019-04-29,67,Somalia,occasional
628,Timothy,Munoz,scotthall@example.net,2020-05-08,45,Norway,one_time
629,Juan,Hernandez,michaellove@example.org,2020-03-01,32,Panama,frequent
630,Jerry,Shepherd,olsontimothy@example.org,2022-10-28,29,Nauru,occasional
631,Evan,Whitaker,sanchezdavid@example.net,2018-04-17,69,Central African Republic,regular
632,Dennis,Hunt,brianscott@example.org,2021-05-11,62,Maldives,occasional
633,Susan,Greene,johnsjessica@example.com,2022-12-26,51,Yemen,one_time
634,Christopher,Cole,kdillon@example.org,2023-12-25,47,Switzerland,occasional
635,Robert,Thomas,cindydixon@example.org,2020-06-09,21,Saint Kitts and Nevis,occasional
636,Gina,Nielsen,hallpaul@example.org,2023-07-01,53,Andorra,occasional
637,James,Heath,mserrano@example.org,2018-12-19,33,Christmas Island,occasional
638,Thomas,Mendez,richamanda@example.org,2023-09-20,72,Bermuda,one_time
639,Timothy,Anderson,princekimberly@example.net,2019-02-11,25,Jersey,one_time
640,Alexa,Wood,wolferoy@example.com,2020-08-09,47,Somalia,one_time
641,Kayla,Bell,colemanjonathan@example.org,2023-04-16,26,United States of America,one_time
642,Michele,Campbell,ascott@example.net,2019-04-24,69,Samoa,occasional
643,Kristine,Lane,meyernicholas@example.org,2020-01-02,47,Portugal,occasional
644,Linda,Ortiz,mooredenise@example.com,2022-08-19,60,Eritrea,occasional
645,Melissa,Henderson,cheryl63@example.com,2022-08-12,51,Micronesia,regular
646,Kristen,Olson,angie74@example.com,2021-12-04,53,Morocco,one_time
647,Maxwell,Thornton,melissahopkins@example.net,2022-05-21,56,Denmark,frequent
648,Sean,Lyons,craigromero@example.com,2021-03-29,38,Spain,one_time
649,Andrea,Terry,martintamara@example.org,2020-03-05,66,Spain,occasional
650,Christopher,Thomas,qdavis@example.org,2020-06-13,75,Heard Island and McDonald Islands,occasional
651,Christopher,Johnson,zarias@example.net,2019-08-03,46,Palau,occasional
652,Abigail,Dawson,bautistalori@example.net,2024-04-04,57,Lithuania,one_time
653,Scott,Harris,james98@example.net,2021-06-03,70,Qatar,occasional
654,Jesse,Jackson,warddiana@example.org,2020-08-15,64,Benin,occasional
655,Wendy,Chan,elizabeth69@example.org,2020-11-20,75,Maldives,frequent
656,Alexis,Padilla,dunnjessica@example.net,2024-08-06,50,United States Virgin Islands,occasional
657,Brandi,Bailey,jeremy37@example.com,2019-05-05,45,Morocco,regular
658,Adam,Thompson,hansenwesley@example.com,2021-06-12,71,Yemen,one_time
659,Daryl,Palmer,nancy94@example.net,2021-01-29,53,Kenya,occasional
660,Tammy,Hart,katherineali@example.com,2021-08-31,46,Pitcairn Islands,occasional
661,Steven,Matthews,olsonjonathan@example.com,2018-02-27,75,North Macedonia,frequent
662,Kristina,Robinson,laurengutierrez@example.com,2023-12-11,28,Maldives,frequent
663,Amanda,Haynes,john16@example.net,2024-06-19,65,San Marino,one_time
664,Lori,Jones,thomasgomez@example.net,2021-05-04,73,Ethiopia,frequent
665,Ian,Reese,victorgonzalez@example.net,2022-05-30,48,Dominican Republic,frequent
666,Monique,Clark,maryhuff@example.com,2024-05-19,46,Cape Verde,frequent
667,Kimberly,Wilson,loweelizabeth@example.net,2022-07-03,34,Albania,one_time
668,Kathryn,Weaver,charlesnathan@example.com,2019-05-02,66,Lithuania,one_time
669,Rachael,Ibarra,travis84@example.com,2021-05-22,33,Cyprus,occasional
670,Karen,Anderson,imendoza@example.org,2021-08-16,71,Macao,regular
671,Michael,Dalton,stephenmartinez@example.net,2020-09-21,58,Kuwait,occasional
672,Leslie,Smith,nicolasgarcia@example.com,2022-10-04,35,New Zealand,one_time
673,Michelle,Lopez,joel79@example.com,2024-06-26,67,Haiti,occasional
674,Ivan,Coleman,xhaynes@example.com,2024-05-29,67,Timor-Leste,regular
675,Richard,Hayes,tiffanyparks@example.org,2020-11-03,51,Saint Helena,regular
676,Joseph,Young,mchase@example.org,2018-12-28,49,South Georgia and the South Sandwich Islands,frequent
677,Susan,Hernandez,thompsonvictor@example.net,2024-12-04,58,Maldives,occasional
678,Amanda,Stewart,jevans@example.net,2023-08-27,33,Australia,one_time
679,Raymond,Vaughn,lewisjonathan@example.net,2019-02-02,35,Bhutan,regular
680,Shannon,Cook,michael84@example.com,2024-05-14,46,Angola,frequent
681,Robert,Bell,barbarasantos@example.net,2023-12-03,22,China,frequent
682,Tiffany,Mitchell,emily77@example.org,2021-02-19,63,Hong Kong,one_time
683,Christina,Ford,mirandadavidson@example.com,2021-06-28,36,Italy,regular
684,Crystal,Duncan,millermatthew@example.com,2020-08-12,33,Ghana,one_time
685,Denise,Page,cnelson@example.com,2018-06-24,35,San Marino,occasional
686,Brenda,Sheppard,bjackson@example.org,2020-06-02,39,Saint Lucia,occasional
